MagicAnimationTable,itemNumber,isMapOnly,magicAnim,unk06,mapAnim,changeHP,mapFacing,mapColor,unk0F
1004,0xb4a0,0x8a3,0xb4a8,0x8a3,0x8a3b4c0,0xd0,0xb4,0xa3,0x8
1005,0xb4d8,0x8a3,0xb4e0,0x8a3,0x8a3b4e8,0xf0,0xb4,0xa3,0x8
1006,0xb4f8,0x8a3,0xb500,0x8a3,0x8a3b508,0x10,0xb5,0xa3,0x8
1007,0xc860,0x8a3,0xb45c,0x8a3,0x8a3c8a8,0xd0,0xc9,0xa3,0x8
1008,0x0,0x0,0x9d00,0x8a3,0x8a39d18,0xb4,0x9d,0xa3,0x8
1009,0x9f90,0x8a3,0xa118,0x8a3,0x8a3c894,0xd8,0xa2,0xa3,0x8
1010,0xa534,0x8a3,0xa620,0x8a3,0x8a3a700,0xec,0xa7,0xa3,0x8
1011,0xa9ec,0x8a3,0xab68,0x8a3,0x8a3abc8,0x40,0xad,0xa3,0x8
1012,0xb58c,0x8a3,0xb678,0x8a3,0x8a3b808,0x44,0xb9,0xa3,0x8
1013,0xbac0,0x8a3,0xbc8c,0x8a3,0x8a3bd70,0x9c,0xc8,0xa3,0x8
1014,0xaf30,0x8a3,0xb10c,0x8a3,0x8a3b1f0,0x50,0xb2,0xa3,0x8
1015,0xb338,0x8a3,0xbe14,0x8a3,0x8a3bff4,0x84,0xc1,0xa3,0x8
1016,0xc2bc,0x8a3,0xc438,0x8a3,0x8a3c604,0xe8,0xc6,0xa3,0x8
1017,0xc8a4,0x8a3,0xb46c,0x8a3,0x8a3b47c,0x84,0xb4,0xa3,0x8
1018,0xb48c,0x8a3,0xb494,0x8a3,0x8a3b49c,0xa4,0xb4,0xa3,0x8
1019,0xb4ac,0x8a3,0xb4c4,0x8a3,0x8a3b4d4,0xdc,0xb4,0xa3,0x8
1020,0xb4e4,0x8a3,0xb4ec,0x8a3,0x8a3b4f4,0xfc,0xb4,0xa3,0x8
1021,0xb504,0x8a3,0xb50c,0x8a3,0x8a3b514,0x88,0xc8,0xa3,0x8
1022,0xb460,0x8a3,0xc904,0x8a3,0x8a3ca2c,0xd,0x82,0x1,0x0
1023,0xffff,0x0,0x820a,0x1,0xffff,0xca,0x81,0x1,0x0
1024,0xffff,0x0,0x81c9,0x1,0xffff,0x49,0x81,0x1,0x0
1025,0xffff,0x0,0x8148,0x1,0xffff,0x49,0x1,0x1,0x2
1026,0xffff,0x0,0x20a,0x0,0xffff,0x88,0x1,0x0,0x0
1027,0xffff,0x0,0x189,0x0,0x10ffff,0x2,0x7,0x0,0x8
1028,0x24d,0x600,0x3bc4,0x88b,0x6c1703,0x0,0x0,0x0,0x0
1029,0x201,0x800,0x148,0x100,0x88b3bf4,0x6c,0x0,0x0,0x0
1030,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1031,0x0,0x0,0x0,0x0,0x24003f68,0xe,0x2,0x0,0x1
1032,0x3bfc,0x88b,0x1f,0x0,0x306,0x82,0x3f,0x0,0xc
1033,0x1ce,0x100,0x3c04,0x88b,0x1f,0x0,0xa,0x0,0x0
1034,0x3f80,0x1400,0x1ce,0x100,0x88b3c0c,0x1f,0x0,0x0,0x0
1035,0x1200,0x2,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1036,0x0,0x0,0x0,0x0,0x2c9,0xff,0xff,0x0,0x0
1037,0x2cd,0x0,0xffff,0x0,0x18d,0xff,0xff,0x0,0x0
1038,0xc18d,0x0,0xffff,0x0,0xc1cc,0xff,0xff,0x0,0x0
1039,0x107,0x0,0xffff,0x0,0x186,0xff,0xff,0x0,0x0
1040,0xd3,0x0,0xffff,0x0,0x194,0xff,0xff,0x0,0x0
1041,0x10a,0x1,0xffff,0x0,0x10110,0xff,0xff,0x0,0x0
1042,0x18a,0x1,0xffff,0x28,0x10190,0xff,0xff,0x28,0x0
1043,0x20a,0x8301,0xffff,0x0,0x83010210,0xff,0xff,0x0,0x0
1044,0x73c5,0x800,0xcd,0x0,0x0,0x0,0x0,0x0,0x0
1045,0x0,0x0,0x201,0x800,0x10e,0x0,0x0,0x0,0x0
1046,0x0,0x0,0x0,0x0,0x8000702,0xf,0x1,0x0,0x0
1047,0x0,0x0,0x0,0x0,0x0,0x5,0xb,0x0,0x8
1048,0x1cb,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1049,0xb06,0x800,0x1cf,0x0,0x0,0x0,0x0,0x0,0x0
1050,0x0,0x0,0x903,0x800,0x387,0x0,0x0,0x0,0x0
1051,0x0,0x0,0x0,0x0,0x80009c0,0x8a,0x3,0x0,0x0
1052,0x0,0x0,0x0,0x0,0x0,0x4,0x5,0x0,0x8
1053,0x10b,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1054,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1055,0x0,0x0,0x4e0f,0x800,0x30003c9,0xa0,0x3c,0x8b,0x8
1056,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1057,0x0,0x0,0x0,0x0,0x0,0x6b,0xb,0x0,0xc
1058,0x28d,0x100,0x3cb8,0x88b,0x0,0x0,0x0,0x0,0x0
1059,0x4f40,0xc00,0x2cc,0x100,0x88b3cc0,0x0,0x0,0x0,0x0
1060,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1061,0x0,0x0,0x0,0x0,0xc002d80,0x45,0x0,0x0,0x1
1062,0x3cc8,0x88b,0x0,0x0,0x0,0x80,0x2d,0x0,0xc
1063,0x85,0x100,0x3cd0,0x88b,0x0,0x0,0x0,0x0,0x0
1064,0x2f80,0xd00,0x293,0x100,0x88b3cd8,0x0,0x0,0x0,0x0
1065,0x0,0x0,0x2f80,0xd00,0x1000294,0xe0,0x3c,0x8b,0x8
1066,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1067,0x0,0x0,0x0,0x0,0x0,0x83,0x35,0x0,0xc
1068,0x28a,0x100,0x3ce8,0x88b,0x0,0x0,0x0,0x0,0x0
1069,0x3583,0xc00,0x290,0x100,0x88b3cf0,0x0,0x0,0x0,0x0
1070,0x0,0x0,0x784,0xc00,0x100028a,0xf8,0x3c,0x8b,0x8
1071,0x0,0x0,0x0,0x0,0xc000784,0x90,0x2,0x0,0x1
1072,0x3d00,0x88b,0x0,0x0,0x0,0x85,0x29,0x0,0xc
1073,0x28a,0x100,0x3d08,0x88b,0x0,0x0,0x0,0x0,0x0
1074,0x2985,0xc00,0x290,0x100,0x88b3d10,0x0,0x0,0x0,0x0
1075,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1076,0x0,0x0,0x0,0x0,0x149,0xff,0xff,0x0,0x0
1077,0x146,0x0,0xffff,0x0,0x109,0xff,0xff,0x10,0x0
1078,0x106,0x0,0xffff,0x0,0x2010147,0xff,0xff,0x10,0x0
1079,0x14a,0x0,0xffff,0x0,0x10149,0xff,0xff,0x10,0x0
1080,0x10b,0x0,0xffff,0x10,0x18b,0xff,0xff,0x10,0x0
1081,0x702,0x800,0xc9,0x200,0x88b3f20,0x3,0x0,0x0,0x0
1082,0x0,0x0,0x504,0x800,0x20000c9,0x30,0x3f,0x8b,0x8
1083,0x0,0x0,0x0,0x0,0x8000201,0x46,0x1,0x0,0x1
1084,0x3f40,0x88b,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1085,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1086,0x2345,0x2c00,0x14e,0x200,0x88b3f48,0x17,0x0,0x0,0x0
1087,0x0,0x0,0x1f80,0xd00,0x100010e,0x58,0x3f,0x8b,0x8
1088,0x0,0x0,0x0,0x0,0xd001f80,0x8e,0x1,0x0,0x1
1089,0x3f60,0x88b,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1090,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1091,0x24c,0x0,0x0,0x0,0x20d,0x0,0x0,0x0,0x0
1092,0x8142,0x1,0xffff,0x0,0x18181,0xff,0xff,0x10,0x0
1093,0x8203,0x1,0xfffe,0x10,0x18183,0xfe,0xff,0x0,0x0
1094,0x81c2,0x1,0xffff,0x20,0x46018201,0xff,0xff,0x0,0x0
1095,0x8203,0x4601,0xffff,0x0,0x46018242,0xff,0xff,0x0,0x0
1096,0x45,0x0,0x0,0x0,0x46,0xff,0xff,0x0,0x0
1097,0x20d,0x0,0xffff,0x0,0x24d,0xff,0xff,0x0,0x0
1098,0x24c,0x0,0xffff,0x0,0xc2,0xff,0xff,0x0,0x0
1099,0xc0,0x0,0xffff,0x0,0x0,0xff,0xff,0x0,0x0
1100,0x82,0xc100,0x0,0x0,0x8010201,0x4e,0x2,0x0,0x1
1101,0x4008,0x88b,0x6c09,0x0,0x0,0x2,0x7,0x1,0x8
1102,0x24e,0x100,0x4010,0x88b,0x6c1703,0x0,0x0,0x0,0x0
1103,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1104,0x0,0x0,0x946,0x2446,0x1000242,0x18,0x40,0x8b,0x8
1105,0x14,0x0,0x303,0x2009,0x15464e80,0x41,0x2,0x0,0x1
1106,0x4020,0x88b,0x14,0x0,0x90300,0x80,0x4e,0x46,0x15
1107,0x242,0x200,0x4028,0x88b,0x14,0x0,0x3,0x9,0x0
1108,0x4e80,0x1d46,0x242,0x100,0x88b4038,0x14,0x0,0x0,0x0
1109,0x1203,0x1,0x3f80,0x1546,0x1000241,0x40,0x40,0x8b,0x8
1110,0x1f,0x0,0x0,0x1,0x15463f80,0x42,0x2,0x0,0x1
1111,0x4048,0x88b,0x1f,0x0,0x10000,0x80,0x3f,0x46,0x15
1112,0x242,0x100,0x4050,0x88b,0x1f,0x0,0x12,0x1,0x0
1113,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1114,0x0,0x0,0x504,0x801,0x1000005,0x58,0x40,0x8b,0x8
1115,0x1401,0x6c6c,0x0,0x0,0x20000903,0x6,0x0,0x0,0x1
1116,0x4060,0x88b,0x14,0x0,0x0,0x0,0x0,0x0,0x0
1117,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1118,0x3f80,0xd46,0x24e,0x100,0x88b4068,0x1f,0x0,0x0,0x0
1119,0x0,0x9,0x4e83,0x1546,0x100024e,0x70,0x40,0x8b,0x8
1120,0x14,0x0,0x0,0x9,0xd463f80,0x4e,0x2,0x0,0x1
1121,0x4078,0x88b,0x1f,0x0,0x90000,0x0,0x0,0x0,0x0
1122,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1123,0x5c1,0xa00,0x82,0x300,0x88b4080,0x14,0x0,0x0,0x0
1124,0x0,0x0,0xfc0,0xa00,0x1000082,0x98,0x40,0x8b,0x8
1125,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1126,0x0,0x0,0x0,0x0,0x0,0x82,0x0,0x0,0x0
1127,0xffff,0x0,0x40,0x0,0xffff,0x41,0x0,0x0,0x0
1128,0xffff,0x0,0xc0,0x0,0xffff,0xc3,0x0,0x0,0x0
1129,0xffff,0x0,0x30a,0x0,0xffff,0x4e,0x2,0x0,0x0
1130,0xffff,0x0,0x1cd,0x0,0xffff,0xc6,0x2,0x0,0x0
1131,0xffff,0x0,0x387,0x0,0xffff,0x4c,0x1,0x0,0x0
1132,0xffff,0x0,0x107,0x0,0xffff,0x4a,0x1,0x0,0x0
1133,0xffff,0x0,0x10a,0x0,0xffff,0x41,0x2,0x0,0x0
1134,0xffff,0x0,0x240,0x0,0xffff,0xcb,0x1,0x0,0x0
1135,0xffff,0x0,0x201,0x800,0x1000001,0x44,0x42,0x8b,0x8
1136,0x6c09,0x0,0x0,0x0,0x8000702,0x0,0x0,0x0,0x1
1137,0x424c,0x88b,0x1701,0x6c,0x0,0x4,0x5,0x0,0x8
1138,0x1,0x100,0x4254,0x88b,0x6c01,0x0,0x0,0x0,0x0
1139,0x903,0x2800,0x0,0x100,0x88b425c,0x14,0x6c,0x0,0x0
1140,0x0,0x0,0x4505,0x1800,0x1000001,0x64,0x42,0x8b,0x8
1141,0x6c4b,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1142,0x0,0x0,0x0,0x0,0x0,0x8e,0x41,0x0,0x1d
1143,0x389,0x100,0x426c,0x88b,0x1f,0x0,0x11,0x9,0x0
1144,0x198e,0xd00,0x1ce,0x100,0x88b4274,0x2d,0x0,0x0,0x0
1145,0x1200,0x9,0x4147,0x2400,0x100020e,0x7c,0x42,0x8b,0x8
1146,0x1f,0x0,0x400,0x9,0x1d00418e,0x86,0x22,0x0,0x1
1147,0x4284,0x88b,0x6c1f,0x0,0x91200,0x8e,0x41,0x0,0x1d
1148,0x387,0x100,0x428c,0x88b,0x1f,0x0,0x0,0x9,0x0
1149,0x418e,0x1500,0x1ce,0x100,0x88b4294,0x1f,0x0,0x0,0x0
1150,0x1100,0x9,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1151,0x0,0x0,0x0,0x0,0x8004806,0x0,0x0,0x0,0x0
1152,0x0,0x0,0x1c15,0x6c,0x0,0x5,0x45,0x0,0x18
1153,0x0,0x0,0x0,0x0,0x6c4b,0x0,0x0,0x0,0x0
1154,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1155,0x0,0x0,0x4806,0x800,0x1000040,0x9c,0x42,0x8b,0x8
1156,0x1c15,0x6c,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1157,0x0,0x0,0x0,0x0,0x0,0x7,0x3d,0x0,0xa
1158,0x8b,0x100,0x42a4,0x88b,0x6c2c,0x0,0xa,0x0,0x0
1159,0x3f0a,0x2200,0x8b,0x100,0x88b42ac,0x1f,0x28,0x6c,0x0
1160,0x300,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1161,0x0,0x0,0x0,0x0,0x1500418e,0x40,0x2,0x0,0x1
1162,0x42b4,0x88b,0x1f,0x0,0x90400,0x8e,0x41,0x0,0x1d
1163,0x240,0x100,0x42bc,0x88b,0x1f,0x0,0x4,0x9,0x0
1164,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1165,0x0,0x0,0x4148,0x3500,0x100020e,0xc4,0x42,0x8b,0x8
1166,0x20,0x0,0x400,0x9,0x0,0x0,0x0,0x0,0x0
1167,0x0,0x0,0x0,0x0,0x0,0xc2,0x2,0x0,0x0
1168,0xffff,0x0,0x303,0x0,0xffff,0x83,0x2,0x0,0x0
1169,0xffff,0x0,0x342,0x0,0xffff,0x1,0x2,0x0,0x0
1170,0xffff,0x0,0x2c0,0x0,0xffff,0x81,0x2,0x0,0x0
1171,0xffff,0x0,0x301,0x0,0xffff,0x42,0x2,0x0,0x0
1172,0xffff,0x0,0x4e,0x0,0xffff,0x87,0x0,0x0,0x0
1173,0xffff,0x0,0x209,0x0,0xffff,0x8f,0x0,0x0,0x0
1174,0xffff,0x0,0x24c,0x0,0xffff,0x8e,0x1,0x0,0x0
1175,0xffff,0x0,0x2c9,0x0,0xffff,0xce,0x2,0x0,0x0
1176,0xffff,0x0,0x245,0x0,0xffff,0xc7,0x2,0x0,0x0
1177,0xffff,0x0,0x140,0x0,0xffff,0x1,0x2,0x0,0x8
1178,0x2c0,0x100,0x44d4,0x88b,0x6c6c09,0x0,0x0,0x0,0x0
1179,0x4505,0x800,0x300,0x100,0x88b44dc,0x4b,0x0,0x0,0x0
1180,0x0,0x0,0x3d07,0x800,0x1000280,0xe4,0x44,0x8b,0x8
1181,0x6c2c,0x0,0x0,0x0,0x10004806,0x0,0x3,0x0,0x1
1182,0x44ec,0x88b,0x6c15,0x0,0x0,0x3,0x9,0x0,0x28
1183,0x280,0x100,0x44f4,0x88b,0x14,0x0,0x0,0x0,0x0
1184,0x504,0x800,0x2c0,0x100,0x88b44fc,0x1,0x14,0x0,0x0
1185,0x0,0x0,0x1a08,0x800,0x1000280,0x4,0x45,0x8b,0x8
1186,0x6c2d,0x0,0x0,0x0,0x8000702,0x0,0x3,0x0,0x1
1187,0x450c,0x88b,0x1703,0x6c,0x0,0xa,0x3f,0x0,0x20
1188,0x280,0x100,0x4514,0x88b,0x1f,0x0,0x0,0x0,0x0
1189,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1190,0x0,0x0,0x4148,0x3400,0x100004e,0x1c,0x45,0x8b,0x8
1191,0x2820,0x0,0x303,0x2009,0x1d00418e,0x87,0x0,0x0,0x1
1192,0x4524,0x88b,0x1f,0x0,0x90300,0x8e,0x41,0x0,0x1d
1193,0x209,0x100,0x452c,0x88b,0x28,0x0,0x3,0x9,0x0
1194,0xf8e,0x1500,0x8f,0x100,0x88b4534,0x1,0x6f,0x0,0x0
1195,0x300,0x9,0x198e,0x2500,0x100024c,0x3c,0x45,0x8b,0x8
1196,0x2d,0x0,0x300,0x9,0x1d00418e,0x8e,0x1,0x0,0x1
1197,0x4544,0x88b,0x6e20,0x0,0x90300,0x8e,0xd,0x0,0x1d
1198,0x2c9,0x100,0x454c,0x88b,0x1,0x0,0x3,0x9,0x0
1199,0x418e,0x2500,0x2ce,0x100,0x88b4554,0x28,0x0,0x0,0x0
1200,0x300,0x9,0x418e,0x1d00,0x1002245,0x5c,0x45,0x8b,0x8
1201,0x6a1f,0x0,0x300,0x9,0x1d00418e,0xc7,0x22,0x0,0x1
1202,0x4564,0x88b,0x691f,0x0,0x90300,0x0,0x0,0x0,0x0
1203,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1204,0xd09,0x1200,0x140,0x100,0x88b456c,0x1,0x6b,0x6c,0x0
1205,0x506,0x8,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1206,0x0,0x0,0x0,0x0,0x1014e,0xff,0xff,0x0,0x0
1207,0x14f,0x1,0xffff,0x0,0x1014d,0xff,0xff,0x0,0x0
1208,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1209,0x0,0x0,0xb6b,0xd6b,0x8e,0x0,0x0,0x0,0x0
1210,0x0,0x0,0x0,0x0,0xd6b4f40,0xcf,0x0,0x0,0x0
1211,0x0,0x0,0x0,0x0,0x0,0x1d,0x35,0x0,0xd
1212,0x14e,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1213,0x2169,0xd00,0x14d,0x0,0x0,0x0,0x0,0x0,0x0
1214,0x0,0x0,0x2a44,0xd6b,0x14f,0x0,0x0,0x0,0x0
1215,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1216,0x0,0x0,0x0,0x0,0x0,0x57,0x2b,0x0,0xd
1217,0x28e,0x100,0x4740,0x88b,0x0,0x0,0x0,0x0,0x0
1218,0x1153,0xd00,0x28f,0x100,0x88b4748,0x0,0x0,0x0,0x0
1219,0x0,0x0,0x2343,0xd00,0x100028d,0x50,0x47,0x8b,0x8
1220,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1221,0x0,0x0,0x0,0x0,0x0,0x85,0x0,0x0,0x0
1222,0xffff,0x0,0x45,0x0,0xffff,0x4,0x0,0x0,0x0
1223,0xffff,0x0,0x84,0x0,0xffff,0xc3,0x0,0x0,0x0
1224,0xffff,0x0,0x43,0x0,0xffff,0x46,0x0,0x0,0x0
1225,0xffff,0x0,0x82,0x0,0xffff,0x88,0x1,0x0,0x0
1226,0xffff,0x0,0xc8,0x0,0xffff,0xc7,0x0,0x0,0x0
1227,0xffff,0x0,0x301,0x0,0xffff,0x0,0x0,0x0,0x0
1228,0xffff,0x0,0x2,0x0,0xffff,0x80,0x0,0x0,0x0
1229,0xffff,0x0,0x42,0x0,0xffff,0x4d,0x2,0x0,0x0
1230,0xffff,0x0,0x20e,0x0,0xffff,0x8e,0x1,0x0,0x0
1231,0xffff,0x0,0x8d,0x0,0xffff,0x4e,0x0,0x0,0x0
1232,0xffff,0x0,0x4c,0x0,0xffff,0x4d,0x1,0x0,0x0
1233,0xffff,0x0,0x14a,0x0,0xffff,0xb,0x1,0x0,0x0
1234,0xffff,0x10,0x18b,0x0,0x10ffff,0x1,0x2,0x0,0x8
1235,0x85,0x0,0x0,0x0,0x6c09,0x0,0x0,0x0,0x0
1236,0x4413,0x1000,0xc7,0x0,0x0,0x3f,0x6c,0x0,0x0
1237,0x0,0x0,0x4505,0x800,0x45,0x0,0x0,0x0,0x0
1238,0x4b,0x0,0x0,0x0,0x8000d09,0x4,0x0,0x0,0x0
1239,0x0,0x0,0x6b01,0x0,0x0,0x6,0x48,0x0,0x8
1240,0x84,0x0,0x0,0x0,0x6c15,0x0,0x0,0x0,0x0
1241,0x903,0x800,0xc3,0x0,0x0,0x14,0x6c,0x0,0x0
1242,0x0,0x0,0x1a08,0x800,0x43,0x0,0x0,0x0,0x0
1243,0x6c2d,0x0,0x0,0x0,0x8000702,0x46,0x0,0x0,0x0
1244,0x0,0x0,0x1703,0x6c,0x0,0x7,0x3d,0x0,0x10
1245,0x82,0x0,0x0,0x0,0x6c2c,0x0,0x0,0x0,0x0
1246,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1247,0x0,0x0,0x201,0x800,0x1000005,0x34,0x48,0x8b,0x8
1248,0x6c09,0x0,0x0,0x0,0x8004505,0x5,0x0,0x0,0x1
1249,0x483c,0x88b,0x4b,0x0,0x0,0x9,0xd,0x0,0x8
1250,0x4,0x100,0x4844,0x88b,0x6b01,0x0,0x0,0x0,0x0
1251,0x4806,0x800,0x4,0x100,0x88b484c,0x15,0x6c,0x0,0x0
1252,0x0,0x0,0x903,0x800,0x1000003,0x54,0x48,0x8b,0x8
1253,0x6c14,0x0,0x0,0x0,0x8001a08,0x3,0x0,0x0,0x1
1254,0x485c,0x88b,0x6c2d,0x0,0x0,0x2,0x7,0x0,0x8
1255,0x6,0x100,0x4864,0x88b,0x6c1703,0x0,0x0,0x0,0x0
1256,0x3d07,0x1000,0x2,0x100,0x88b486c,0x2c,0x6c,0x0,0x0
1257,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1258,0x0,0x0,0x0,0x0,0xd005fb7,0x8b,0x1,0x0,0x0
1259,0x0,0x0,0xb3,0x0,0xc0300,0xaa,0x52,0x0,0x1d
1260,0x388,0x0,0x0,0x0,0xad,0x0,0x0,0xc,0x0
1261,0x52aa,0x1500,0x247,0x0,0x0,0xad,0x0,0x0,0x0
1262,0x300,0xc,0x52aa,0xd00,0x205,0x0,0x0,0x0,0x0
1263,0xad,0x0,0x300,0xc,0x15005fb7,0xcd,0x1,0x0,0x0
1264,0x0,0x0,0xb3,0x0,0xc0000,0xac,0x54,0x0,0x15
1265,0x1c2,0x0,0x0,0x0,0x1,0x0,0x0,0xc,0x0
1266,0x54ac,0x1d00,0x283,0x0,0x0,0x1,0x0,0x0,0x0
1267,0x300,0xc,0x52aa,0xd00,0x100,0x0,0x0,0x0,0x0
1268,0xad,0x0,0x300,0xc,0xd005fb7,0xc,0x2,0x0,0x0
1269,0x0,0x0,0xb3,0x0,0xc1200,0xaa,0x52,0x0,0x15
1270,0x345,0x0,0x0,0x0,0xad,0x0,0x3,0xc,0x0
1271,0x52aa,0xd00,0x10b,0x0,0x0,0xad,0x0,0x0,0x0
1272,0x0,0xc,0x54ac,0x1d00,0x381,0x0,0x0,0x0,0x0
1273,0x1,0x0,0x300,0xc,0x150052aa,0xa,0x3,0x0,0x0
1274,0x0,0x0,0xad,0x0,0xc0300,0xaa,0x52,0x0,0x1d
1275,0x38b,0x0,0x0,0x0,0xad,0x0,0x0,0xc,0x0
1276,0x5349,0xc00,0x34d,0x0,0x0,0xae,0x0,0x0,0x0
1277,0x300,0xc,0x5fb7,0xd00,0x2cd,0x0,0x0,0x0,0x0
1278,0xb3,0x0,0x300,0xc,0x0,0x0,0x0,0x0,0x0
1279,0x0,0x0,0x0,0x0,0x0,0x13,0x44,0x0,0x10
1280,0x289,0x300,0x4874,0x88b,0x6c3f,0x0,0x0,0x0,0x0
1281,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1282,0x0,0x0,0x260c,0x800,0x10002c1,0x8c,0x48,0x8b,0x8
1283,0x6c38,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1284,0x0,0x0,0x0,0x0,0x0,0xaa,0x52,0x0,0x15
1285,0x0,0x100,0x4894,0x88b,0x6cae,0x0,0x0,0xc,0x20
1286,0x52aa,0x1500,0x0,0x100,0x88b489c,0xad,0x0,0x0,0x0
1287,0x0,0xc,0x52aa,0x1500,0x1000000,0xa4,0x48,0x8b,0x8
1288,0xad,0x0,0x0,0xc,0x150052aa,0x0,0x0,0x0,0x1
1289,0x48ac,0x88b,0xad,0x0,0xc0000,0x0,0x0,0x0,0x0
1290,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1291,0x54ac,0xd00,0x24e,0x100,0x88b48b4,0x14,0x0,0x0,0x0
1292,0x0,0xc,0x54ac,0xd00,0x100020e,0xbc,0x48,0x8b,0x8
1293,0x14,0x0,0x1200,0xc,0x150054ac,0x8e,0x1,0x0,0x1
1294,0x48c4,0x88b,0x14,0x0,0xc0000,0x0,0x0,0x0,0x0
1295,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1296,0x4b19,0xb01,0xd,0x100,0x88b48cc,0x4c,0x0,0x0,0x0
1297,0x0,0x0,0x331c,0xb01,0x100000e,0xd4,0x48,0x8b,0x8
1298,0x3,0x0,0x0,0x0,0xb01431a,0xc,0x0,0x0,0x1
1299,0x48dc,0x88b,0x21,0x0,0x0,0x0,0x0,0x0,0x0
1300,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1301,0x201,0x800,0x148,0x0,0x0,0x0,0x0,0x0,0x0
1302,0x0,0x0,0x702,0x800,0x108,0x0,0x0,0x0,0x0
1303,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1304,0x0,0x0,0x0,0x0,0x0,0x19,0x4b,0x1,0xb
1305,0x14e,0x200,0x48e4,0x88b,0x4c,0x0,0x0,0x0,0x0
1306,0x431a,0xb01,0x14e,0x100,0x88b48f4,0x21,0x0,0x0,0x0
1307,0x0,0x0,0x331c,0xb01,0x100018e,0xfc,0x48,0x8b,0x8
1308,0x3,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1309,0x0,0x0,0x0,0x0,0x0,0x2,0x7,0x1,0x50
1310,0x42,0x0,0x0,0x0,0x6d0417,0x0,0x0,0x0,0x0
1311,0x702,0x5001,0x81,0x0,0x0,0x17,0x4,0x6d,0x0
1312,0x0,0x0,0x702,0x5001,0x83,0x0,0x0,0x0,0x0
1313,0x417,0x6d,0x0,0x0,0x50010702,0x44,0x0,0x0,0x0
1314,0x0,0x0,0x417,0x6d,0x0,0x2,0x7,0x1,0x50
1315,0x3,0x0,0x0,0x0,0x6d0417,0x0,0x0,0x0,0x0
1316,0x702,0x5001,0x1,0x0,0x0,0x17,0x4,0x6d,0x0
1317,0x0,0x0,0x702,0x5001,0xc2,0x0,0x0,0x0,0x0
1318,0x417,0x6d,0x0,0x0,0x50010702,0x40,0x0,0x0,0x0
1319,0x0,0x0,0x417,0x6d,0x0,0x0,0x0,0x0,0x0
1320,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
1321,0x545f,0x4500,0x34d,0x0,0x0,0x1,0x0,0x0,0x0
1322,0x300,0xc,0x55ad,0x3d00,0x38c,0x0,0x0,0x0,0x0
1323,0x2d,0x0,0x300,0xc,0x3d0054ac,0xd,0x3,0x0,0x0
1324,0x0,0x0,0x14,0x0,0xc0300,0xb3,0x9,0x0,0x2d
1325,0x5389,0x0,0x0,0x0,0x0,0x0,0x3,0xc,0x0
